abort 0x3F0046 %S16 #Signed
EPwm2Regs.DCACTL.bit.EVT1SYNCE 0x6871 %B16 #MASK=0x8
EPwm2Regs.DCACTL.bit.EVT2FRCSYNCSEL 0x6871 %B16 #MASK=0x200
EPwm2Regs.DCACTL.bit.EVT2SRCSEL 0x6871 %B16 #MASK=0x100
EPwm2Regs.DCACTL.bit.rsvd1 0x6871 %B16 #MASK=0xF0
EPwm2Regs.DCACTL.bit.rsvd2 0x6871 %B16 #MASK=0xFC00
EPwm2Regs.DCBCTL.all 0x6872 %U16 #Unsigned
EPwm2Regs.DCBCTL.bit.EVT1FRCSYNCSEL 0x6872 %B16 #MASK=0x2
EPwm2Regs.DCBCTL.bit.EVT1SOCE 0x6872 %B16 #MASK=0x4
EPwm2Regs.DCBCTL.bit.EVT1SRCSEL 0x6872 %B16 #MASK=0x1
EPwm2Regs.DCBCTL.bit.EVT1SYNCE 0x6872 %B16 #MASK=0x8
EPwm2Regs.DCBCTL.bit.EVT2FRCSYNCSEL 0x6872 %B16 #MASK=0x200
EPwm2Regs.DCBCTL.bit.EVT2SRCSEL 0x6872 %B16 #MASK=0x100
EPwm2Regs.DCBCTL.bit.rsvd1 0x6872 %B16 #MASK=0xF0
EPwm2Regs.DCBCTL.bit.rsvd2 0x6872 %B16 #MASK=0xFC00
EPwm2Regs.DCCAP 0x6879 %U16 #Unsigned
EPwm2Regs.DCCAPCTL.all 0x6874 %U16 #Unsigned
EPwm2Regs.DCCAPCTL.bit.CAPE 0x6874 %B16 #MASK=0x1
EPwm2Regs.DCCAPCTL.bit.rsvd 0x6874 %B16 #MASK=0xFFFC
EPwm2Regs.DCCAPCTL.bit.SHDWMODE 0x6874 %B16 #MASK=0x2
EPwm2Regs.DCFCTL.all 0x6873 %U16 #Unsigned
EPwm2Regs.DCFCTL.bit.BLANKE 0x6873 %B16 #MASK=0x4
EPwm2Regs.DCFCTL.bit.BLANKINV 0x6873 %B16 #MASK=0x8
EPwm2Regs.DCFCTL.bit.PULSESEL 0x6873 %B16 #MASK=0x30
EPwm2Regs.DCFCTL.bit.rsvd 0x6873 %B16 #MASK=0xFFC0
EPwm2Regs.DCFCTL.bit.SRCSEL 0x6873 %B16 #MASK=0x3
EPwm2Regs.DCFOFFSET 0x6875 %U16 #Unsigned
EPwm2Regs.DCFOFFSETCNT 0x6876 %U16 #Unsigned
EPwm2Regs.DCFWINDOW 0x6877 %U16 #Unsigned
EPwm2Regs.DCFWINDOWCNT 0x6878 %U16 #Unsigned
EPwm2Regs.DCTRIPSEL.all 0x6870 %U16 #Unsigned
EPwm2Regs.DCTRIPSEL.bit.DCAHCOMPSEL 0x6870 %B16 #MASK=0xF
EPwm2Regs.DCTRIPSEL.bit.DCALCOMPSEL 0x6870 %B16 #MASK=0xF0
EPwm2Regs.DCTRIPSEL.bit.DCBHCOMPSEL 0x6870 %B16 #MASK=0xF00
EPwm2Regs.DCTRIPSEL.bit.DCBLCOMPSEL 0x6870 %B16 #MASK=0xF000
EPwm2Regs.ETCLR.all 0x685C %U16 #Unsigned
EPwm2Regs.ETCLR.bit.INT 0x685C %B16 #MASK=0x1
EPwm2Regs.ETCLR.bit.rsvd1 0x685C %B16 #MASK=0x2
EPwm2Regs.ETCLR.bit.rsvd2 0x685C %B16 #MASK=0xFFF0
EPwm2Regs.ETCLR.bit.SOCA 0x685C %B16 #MASK=0x4
EPwm2Regs.ETCLR.bit.SOCB 0x685C %B16 #MASK=0x8
EPwm2Regs.ETFLG.all 0x685B %U16 #Unsigned
EPwm2Regs.ETFLG.bit.INT 0x685B %B16 #MASK=0x1
EPwm2Regs.ETFLG.bit.rsvd1 0x685B %B16 #MASK=0x2
EPwm2Regs.ETFLG.bit.rsvd2 0x685B %B16 #MASK=0xFFF0
EPwm2Regs.ETFLG.bit.SOCA 0x685B %B16 #MASK=0x4
EPwm2Regs.ETFLG.bit.SOCB 0x685B %B16 #MASK=0x8
EPwm2Regs.ETFRC.all 0x685D %U16 #Unsigned
EPwm2Regs.ETFRC.bit.INT 0x685D %B16 #MASK=0x1
EPwm2Regs.ETFRC.bit.rsvd1 0x685D %B16 #MASK=0x2
EPwm2Regs.ETFRC.bit.rsvd2 0x685D %B16 #MASK=0xFFF0
EPwm2Regs.ETFRC.bit.SOCA 0x685D %B16 #MASK=0x4
EPwm2Regs.ETFRC.bit.SOCB 0x685D %B16 #MASK=0x8
EPwm2Regs.ETPS.all 0x685A %U16 #Unsigned
EPwm2Regs.ETPS.bit.INTCNT 0x685A %B16 #MASK=0xC
EPwm2Regs.ETPS.bit.INTPRD 0x685A %B16 #MASK=0x3
EPwm2Regs.ETPS.bit.rsvd1 0x685A %B16 #MASK=0xF0
EPwm2Regs.ETPS.bit.SOCACNT 0x685A %B16 #MASK=0xC00
EPwm2Regs.ETPS.bit.SOCAPRD 0x685A %B16 #MASK=0x300
EPwm2Regs.ETPS.bit.SOCBCNT 0x685A %B16 #MASK=0xC000
EPwm2Regs.ETPS.bit.SOCBPRD 0x685A %B16 #MASK=0x3000
EPwm2Regs.ETSEL.all 0x6859 %U16 #Unsigned
EPwm2Regs.ETSEL.bit.INTEN 0x6859 %B16 #MASK=0x8
EPwm2Regs.ETSEL.bit.INTSEL 0x6859 %B16 #MASK=0x7
EPwm2Regs.ETSEL.bit.rsvd1 0x6859 %B16 #MASK=0xF0
EPwm2Regs.ETSEL.bit.SOCAEN 0x6859 %B16 #MASK=0x800
EPwm2Regs.ETSEL.bit.SOCASEL 0x6859 %B16 #MASK=0x700
EPwm2Regs.ETSEL.bit.SOCBEN 0x6859 %B16 #MASK=0x8000
EPwm2Regs.ETSEL.bit.SOCBSEL 0x6859 %B16 #MASK=0x7000
EPwm2Regs.HRCNFG.all 0x6860 %U16 #Unsigned
EPwm2Regs.HRCNFG.bit.AUTOCONV 0x6860 %B16 #MASK=0x40
EPwm2Regs.HRCNFG.bit.CTLMODE 0x6860 %B16 #MASK=0x4
EPwm2Regs.HRCNFG.bit.EDGMODE 0x6860 %B16 #MASK=0x3
EPwm2Regs.HRCNFG.bit.HRLOAD 0x6860 %B16 #MASK=0x18
EPwm2Regs.HRCNFG.bit.rsvd1 0x6860 %B16 #MASK=0xFF00
EPwm2Regs.HRCNFG.bit.SELOUTB 0x6860 %B16 #MASK=0x20
EPwm2Regs.HRCNFG.bit.SWAPAB 0x6860 %B16 #MASK=0x80
EPwm2Regs.HRMSTEP 0x6866 %U16 #Unsigned
EPwm2Regs.HRPCTL.all 0x6868 %U16 #Unsigned
EPwm2Regs.HRPCTL.bit.HRPE 0x6868 %B16 #MASK=0x1
EPwm2Regs.HRPCTL.bit.rsvd1 0x6868 %B16 #MASK=0x2
EPwm2Regs.HRPCTL.bit.rsvd2 0x6868 %B16 #MASK=0xFFF8
EPwm2Regs.HRPCTL.bit.TBPHSHRLOADE 0x6868 %B16 #MASK=0x4
EPwm2Regs.HRPWR.all 0x6861 %U16 #Unsigned
EPwm2Regs.HRPWR.bit.MEPOFF 0x6861 %B16 #MASK=0x3C0
EPwm2Regs.HRPWR.bit.rsvd1 0x6861 %B16 #MASK=0x3F
EPwm2Regs.HRPWR.bit.rsvd2 0x6861 %B16 #MASK=0xFC00
EPwm2Regs.PCCTL.all 0x685E %U16 #Unsigned
EPwm2Regs.PCCTL.bit.CHPDUTY 0x685E %B16 #MASK=0x700
EPwm2Regs.PCCTL.bit.CHPEN 0x685E %B16 #MASK=0x1
EPwm2Regs.PCCTL.bit.CHPFREQ 0x685E %B16 #MASK=0xE0
EPwm2Regs.PCCTL.bit.OSHTWTH 0x685E %B16 #MASK=0x1E
EPwm2Regs.PCCTL.bit.rsvd1 0x685E %B16 #MASK=0xF800
EPwm2Regs.rsvd3 0x685F %U16 #Unsigned
EPwm2Regs.rsvd4[0] 0x6862 %U16 #Unsigned
EPwm2Regs.rsvd4[1] 0x6863 %U16 #Unsigned
EPwm2Regs.rsvd4[2] 0x6864 %U16 #Unsigned
EPwm2Regs.rsvd4[3] 0x6865 %U16 #Unsigned
EPwm2Regs.rsvd5 0x6867 %U16 #Unsigned
EPwm2Regs.rsvd6 0x6869 %U16 #Unsigned
EPwm2Regs.rsvd7[0] 0x686E %U16 #Unsigned
EPwm2Regs.rsvd7[1] 0x686F %U16 #Unsigned
EPwm2Regs.rsvd8[0] 0x687A %U16 #Unsigned
EPwm2Regs.rsvd8[1] 0x687B %U16 #Unsigned
EPwm2Regs.rsvd8[2] 0x687C %U16 #Unsigned
EPwm2Regs.rsvd8[3] 0x687D %U16 #Unsigned
EPwm2Regs.rsvd8[4] 0x687E %U16 #Unsigned
EPwm2Regs.rsvd8[5] 0x687F %U16 #Unsigned
EPwm2Regs.TBCTL.all 0x6840 %U16 #Unsigned
EPwm2Regs.TBCTL.bit.CLKDIV 0x6840 %B16 #MASK=0x1C00
EPwm2Regs.TBCTL.bit.CTRMODE 0x6840 %B16 #MASK=0x3
EPwm2Regs.TBCTL.bit.FREE_SOFT 0x6840 %B16 #MASK=0xC000
EPwm2Regs.TBCTL.bit.HSPCLKDIV 0x6840 %B16 #MASK=0x380
EPwm2Regs.TBCTL.bit.PHSDIR 0x6840 %B16 #MASK=0x2000
EPwm2Regs.TBCTL.bit.PHSEN 0x6840 %B16 #MASK=0x4
EPwm2Regs.TBCTL.bit.PRDLD 0x6840 %B16 #MASK=0x8
EPwm2Regs.TBCTL.bit.SWFSYNC 0x6840 %B16 #MASK=0x40
EPwm2Regs.TBCTL.bit.SYNCOSEL 0x6840 %B16 #MASK=0x30
EPwm2Regs.TBCTR 0x6844 %U16 #Unsigned
EPwm2Regs.TBPHS.all 0x6842 %U32 #Unsigned
EPwm2Regs.TBPHS.half.TBPHS 0x6843 %U16 #Unsigned
EPwm2Regs.TBPHS.half.TBPHSHR 0x6842 %U16 #Unsigned
EPwm2Regs.TBPRD 0x6845 %U16 #Unsigned
EPwm2Regs.TBPRDHR 0x6846 %U16 #Unsigned
EPwm2Regs.TBPRDM.all 0x686A %U32 #Unsigned
EPwm2Regs.TBPRDM.half.TBPRD 0x686B %U16 #Unsigned
EPwm2Regs.TBPRDM.half.TBPRDHR 0x686A %U16 #Unsigned
EPwm2Regs.TBSTS.all 0x6841 %U16 #Unsigned
EPwm2Regs.TBSTS.bit.CTRDIR 0x6841 %B16 #MASK=0x1
EPwm2Regs.TBSTS.bit.CTRMAX 0x6841 %B16 #MASK=0x4
EPwm2Regs.TBSTS.bit.rsvd1 0x6841 %B16 #MASK=0xFFF8
EPwm2Regs.TBSTS.bit.SYNCI 0x6841 %B16 #MASK=0x2
EPwm2Regs.TZCLR.all 0x6857 %U16 #Unsigned
EPwm2Regs.TZCLR.bit.CBC 0x6857 %B16 #MASK=0x2
EPwm2Regs.TZCLR.bit.DCAEVT1 0x6857 %B16 #MASK=0x8
EPwm2Regs.TZCLR.bit.DCAEVT2 0x6857 %B16 #MASK=0x10
EPwm2Regs.TZCLR.bit.DCBEVT1 0x6857 %B16 #MASK=0x20
EPwm2Regs.TZCLR.bit.DCBEVT2 0x6857 %B16 #MASK=0x40
EPwm2Regs.TZCLR.bit.INT 0x6857 %B16 #MASK=0x1
EPwm2Regs.TZCLR.bit.OST 0x6857 %B16 #MASK=0x4
EPwm2Regs.TZCLR.bit.rsvd2 0x6857 %B16 #MASK=0xFF80
EPwm2Regs.TZCTL.all 0x6854 %U16 #Unsigned
EPwm2Regs.TZCTL.bit.DCAEVT1 0x6854 %B16 #MASK=0x30
EPwm2Regs.TZCTL.bit.DCAEVT2 0x6854 %B16 #MASK=0xC0
EPwm2Regs.TZCTL.bit.DCBEVT1 0x6854 %B16 #MASK=0x300
EPwm2Regs.TZCTL.bit.DCBEVT2 0x6854 %B16 #MASK=0xC00
EPwm2Regs.TZCTL.bit.rsvd 0x6854 %B16 #MASK=0xF000
EPwm2Regs.TZCTL.bit.TZA 0x6854 %B16 #MASK=0x3
EPwm2Regs.TZCTL.bit.TZB 0x6854 %B16 #MASK=0xC
EPwm2Regs.TZDCSEL.all 0x6853 %U16 #Unsigned
EPwm2Regs.TZDCSEL.bit.DCAEVT1 0x6853 %B16 #MASK=0x7
EPwm2Regs.TZDCSEL.bit.DCAEVT2 0x6853 %B16 #MASK=0x38
EPwm2Regs.TZDCSEL.bit.DCBEVT1 0x6853 %B16 #MASK=0x1C0
EPwm2Regs.TZDCSEL.bit.DCBEVT2 0x6853 %B16 #MASK=0xE00
EPwm2Regs.TZDCSEL.bit.rsvd1 0x6853 %B16 #MASK=0xF000
EPwm2Regs.TZEINT.all 0x6855 %U16 #Unsigned
EPwm2Regs.TZEINT.bit.CBC 0x6855 %B16 #MASK=0x2
EPwm2Regs.TZEINT.bit.DCAEVT1 0x6855 %B16 #MASK=0x8
EPwm2Regs.TZEINT.bit.DCAEVT2 0x6855 %B16 #MASK=0x10
EPwm2Regs.TZEINT.bit.DCBEVT1 0x6855 %B16 #MASK=0x20
EPwm2Regs.TZEINT.bit.DCBEVT2 0x6855 %B16 #MASK=0x40
EPwm2Regs.TZEINT.bit.OST 0x6855 %B16 #MASK=0x4
EPwm2Regs.TZEINT.bit.rsvd1 0x6855 %B16 #MASK=0x1
EPwm2Regs.TZEINT.bit.rsvd2 0x6855 %B16 #MASK=0xFF80
EPwm2Regs.TZFLG.all 0x6856 %U16 #Unsigned
EPwm2Regs.TZFLG.bit.CBC 0x6856 %B16 #MASK=0x2
EPwm2Regs.TZFLG.bit.DCAEVT1 0x6856 %B16 #MASK=0x8
EPwm2Regs.TZFLG.bit.DCAEVT2 0x6856 %B16 #MASK=0x10
EPwm2Regs.TZFLG.bit.DCBEVT1 0x6856 %B16 #MASK=0x20
EPwm2Regs.TZFLG.bit.DCBEVT2 0x6856 %B16 #MASK=0x40
EPwm2Regs.TZFLG.bit.INT 0x6856 %B16 #MASK=0x1
EPwm2Regs.TZFLG.bit.OST 0x6856 %B16 #MASK=0x4
EPwm2Regs.TZFLG.bit.rsvd2 0x6856 %B16 #MASK=0xFF80
EPwm2Regs.TZFRC.all 0x6858 %U16 #Unsigned
EPwm2Regs.TZFRC.bit.CBC 0x6858 %B16 #MASK=0x2
EPwm2Regs.TZFRC.bit.DCAEVT1 0x6858 %B16 #MASK=0x8
EPwm2Regs.TZFRC.bit.DCAEVT2 0x6858 %B16 #MASK=0x10
EPwm2Regs.TZFRC.bit.DCBEVT1 0x6858 %B16 #MASK=0x20
EPwm2Regs.TZFRC.bit.DCBEVT2 0x6858 %B16 #MASK=0x40
EPwm2Regs.TZFRC.bit.OST 0x6858 %B16 #MASK=0x4
EPwm2Regs.TZFRC.bit.rsvd1 0x6858 %B16 #MASK=0x1
EPwm2Regs.TZFRC.bit.rsvd2 0x6858 %B16 #MASK=0xFF80
EPwm2Regs.TZSEL.all 0x6852 %U16 #Unsigned
EPwm2Regs.TZSEL.bit.CBC1 0x6852 %B16 #MASK=0x1
EPwm2Regs.TZSEL.bit.CBC2 0x6852 %B16 #MASK=0x2
EPwm2Regs.TZSEL.bit.CBC3 0x6852 %B16 #MASK=0x4
EPwm2Regs.TZSEL.bit.CBC4 0x6852 %B16 #MASK=0x8
EPwm2Regs.TZSEL.bit.CBC5 0x6852 %B16 #MASK=0x10
EPwm2Regs.TZSEL.bit.CBC6 0x6852 %B16 #MASK=0x20
EPwm2Regs.TZSEL.bit.DCAEVT1 0x6852 %B16 #MASK=0x4000
EPwm2Regs.TZSEL.bit.DCAEVT2 0x6852 %B16 #MASK=0x40
EPwm2Regs.TZSEL.bit.DCBEVT1 0x6852 %B16 #MASK=0x8000
EPwm2Regs.TZSEL.bit.DCBEVT2 0x6852 %B16 #MASK=0x80
EPwm2Regs.TZSEL.bit.OSHT1 0x6852 %B16 #MASK=0x100
EPwm2Regs.TZSEL.bit.OSHT2 0x6852 %B16 #MASK=0x200
EPwm2Regs.TZSEL.bit.OSHT3 0x6852 %B16 #MASK=0x400
EPwm2Regs.TZSEL.bit.OSHT4 0x6852 %B16 #MASK=0x800
EPwm2Regs.TZSEL.bit.OSHT5 0x6852 %B16 #MASK=0x1000
EPwm2Regs.TZSEL.bit.OSHT6 0x6852 %B16 #MASK=0x2000
EPwm3Regs.AQCTLA.all 0x688B %U16 #Unsigned
EPwm3Regs.AQCTLA.bit.CAD 0x688B %B16 #MASK=0xC0
EPwm3Regs.AQCTLA.bit.CAU 0x688B %B16 #MASK=0x30
EPwm3Regs.AQCTLA.bit.CBD 0x688B %B16 #MASK=0xC00
EPwm3Regs.AQCTLA.bit.CBU 0x688B %B16 #MASK=0x300
EPwm3Regs.AQCTLA.bit.PRD 0x688B %B16 #MASK=0xC
EPwm3Regs.AQCTLA.bit.rsvd 0x688B %B16 #MASK=0xF000
EPwm3Regs.AQCTLA.bit.ZRO 0x688B %B16 #MASK=0x3
EPwm3Regs.AQCTLB.all 0x688C %U16 #Unsigned
EPwm3Regs.AQCTLB.bit.CAD 0x688C %B16 #MASK=0xC0
EPwm3Regs.AQCTLB.bit.CAU 0x688C %B16 #MASK=0x30
EPwm3Regs.AQCTLB.bit.CBD 0x688C %B16 #MASK=0xC00
EPwm3Regs.AQCTLB.bit.CBU 0x688C %B16 #MASK=0x300
EPwm3Regs.AQCTLB.bit.PRD 0x688C %B16 #MASK=0xC
EPwm3Regs.AQCTLB.bit.rsvd 0x688C %B16 #MASK=0xF000
EPwm3Regs.AQCTLB.bit.ZRO 0x688C %B16 #MASK=0x3
EPwm3Regs.AQCSFRC.all 0x688E %U16 #Unsigned
EPwm3Regs.AQCSFRC.bit.CSFA 0x688E %B16 #MASK=0x3
EPwm3Regs.AQCSFRC.bit.CSFB 0x688E %B16 #MASK=0xC
EPwm3Regs.AQCSFRC.bit.rsvd1 0x688E %B16 #MASK=0xFFF0
EPwm3Regs.AQSFRC.all 0x688D %U16 #Unsigned
EPwm3Regs.AQSFRC.bit.ACTSFA 0x688D %B16 #MASK=0x3
EPwm3Regs.AQSFRC.bit.ACTSFB 0x688D %B16 #MASK=0x18
EPwm3Regs.AQSFRC.bit.OTSFA 0x688D %B16 #MASK=0x4
EPwm3Regs.AQSFRC.bit.OTSFB 0x688D %B16 #MASK=0x20
EPwm3Regs.AQSFRC.bit.RLDCSF 0x688D %B16 #MASK=0xC0
EPwm3Regs.AQSFRC.bit.rsvd1 0x688D %B16 #MASK=0xFF00
EPwm3Regs.CMPA.all 0x6888 %U32 #Unsigned
EPwm3Regs.CMPA.half.CMPA 0x6889 %U16 #Unsigned
EPwm3Regs.CMPA.half.CMPAHR 0x6888 %U16 #Unsigned
EPwm3Regs.CMPAM.all 0x68AC %U32 #Unsigned
EPwm3Regs.CMPAM.half.CMPA 0x68AD %U16 #Unsigned
EPwm3Regs.CMPAM.half.CMPAHR 0x68AC %U16 #Unsigned
EPwm3Regs.CMPB 0x688A %U16 #Unsigned
EPwm3Regs.CMPCTL.all 0x6887 %U16 #Unsigned
EPwm3Regs.CMPCTL.bit.LOADAMODE 0x6887 %B16 #MASK=0x3
EPwm3Regs.CMPCTL.bit.LOADBMODE 0x6887 %B16 #MASK=0xC
EPwm3Regs.CMPCTL.bit.rsvd1 0x6887 %B16 #MASK=0x20
EPwm3Regs.CMPCTL.bit.rsvd2 0x6887 %B16 #MASK=0x80
EPwm3Regs.CMPCTL.bit.rsvd3 0x6887 %B16 #MASK=0xFC00
EPwm3Regs.CMPCTL.bit.SHDWAFULL 0x6887 %B16 #MASK=0x100
EPwm3Regs.CMPCTL.bit.SHDWAMODE 0x6887 %B16 #MASK=0x10
EPwm3Regs.CMPCTL.bit.SHDWBFULL 0x6887 %B16 #MASK=0x200
EPwm3Regs.CMPCTL.bit.SHDWBMODE 0x6887 %B16 #MASK=0x40
EPwm3Regs.DBCTL.all 0x688F %U16 #Unsigned
EPwm3Regs.DBCTL.bit.HALFCYCLE 0x688F %B16 #MASK=0x8000
EPwm3Regs.DBCTL.bit.IN_MODE 0x688F %B16 #MASK=0x30
EPwm3Regs.DBCTL.bit.OUT_MODE 0x688F %B16 #MASK=0x3
EPwm3Regs.DBCTL.bit.POLSEL 0x688F %B16 #MASK=0xC
EPwm3Regs.DBCTL.bit.rsvd1 0x688F %B16 #MASK=0x7FC0
EPwm3Regs.DBFED 0x6891 %U16 #Unsigned
EPwm3Regs.DBRED 0x6890 %U16 #Unsigned
EPwm3Regs.DCACTL.all 0x68B1 %U16 #Unsigned
EPwm3Regs.DCACTL.bit.EVT1FRCSYNCSEL 0x68B1 %B16 #MASK=0x2
EPwm3Regs.DCACTL.bit.EVT1SOCE 0x68B1 %B16 #MASK=0x4
EPwm3Regs.DCACTL.bit.EVT1SRCSEL 0x68B1 %B16 #MASK=0x1
EPwm3Regs.DCACTL.bit.EVT1SYNCE 0x68B1 %B16 #MASK=0x8
EPwm3Regs.DCACTL.bit.EVT2FRCSYNCSEL 0x68B1 %B16 #MASK=0x200
EPwm3Regs.DCACTL.bit.EVT2SRCSEL 0x68B1 %B16 #MASK=0x100
EPwm3Regs.DCACTL.bit.rsvd1 0x68B1 %B16 #MASK=0xF0
EPwm3Regs.DCACTL.bit.rsvd2 0x68B1 %B16 #MASK=0xFC00
EPwm3Regs.DCBCTL.all 0x68B2 %U16 #Unsigned
EPwm3Regs.DCBCTL.bit.EVT1FRCSYNCSEL 0x68B2 %B16 #MASK=0x2
EPwm3Regs.DCBCTL.bit.EVT1SOCE 0x68B2 %B16 #MASK=0x4
EPwm3Regs.DCBCTL.bit.EVT1SRCSEL 0x68B2 %B16 #MASK=0x1
EPwm3Regs.DCBCTL.bit.EVT1SYNCE 0x68B2 %B16 #MASK=0x8
EPwm3Regs.DCBCTL.bit.EVT2FRCSYNCSEL 0x68B2 %B16 #MASK=0x200
EPwm3Regs.DCBCTL.bit.EVT2SRCSEL 0x68B2 %B16 #MASK=0x100
EPwm3Regs.DCBCTL.bit.rsvd1 0x68B2 %B16 #MASK=0xF0
EPwm3Regs.DCBCTL.bit.rsvd2 0x68B2 %B16 #MASK=0xFC00
EPwm3Regs.DCCAP 0x68B9 %U16 #Unsigned
EPwm3Regs.DCCAPCTL.all 0x68B4 %U16 #Unsigned
EPwm3Regs.DCCAPCTL.bit.CAPE 0x68B4 %B16 #MASK=0x1
EPwm3Regs.DCCAPCTL.bit.rsvd 0x68B4 %B16 #MASK=0xFFFC
EPwm3Regs.DCCAPCTL.bit.SHDWMODE 0x68B4 %B16 #MASK=0x2
EPwm3Regs.DCFCTL.all 0x68B3 %U16 #Unsigned
EPwm3Regs.DCFCTL.bit.BLANKE 0x68B3 %B16 #MASK=0x4
EPwm3Regs.DCFCTL.bit.BLANKINV 0x68B3 %B16 #MASK=0x8
EPwm3Regs.DCFCTL.bit.PULSESEL 0x68B3 %B16 #MASK=0x30
EPwm3Regs.DCFCTL.bit.rsvd 0x68B3 %B16 #MASK=0xFFC0
EPwm3Regs.DCFCTL.bit.SRCSEL 0x68B3 %B16 #MASK=0x3
EPwm3Regs.DCFOFFSET 0x68B5 %U16 #Unsigned
EPwm3Regs.DCFOFFSETCNT 0x68B6 %U16 #Unsigned
EPwm3Regs.DCFWINDOW 0x68B7 %U16 #Unsigned
EPwm3Regs.DCFWINDOWCNT 0x68B8 %U16 #Unsigned
EPwm3Regs.DCTRIPSEL.all 0x68B0 %U16 #Unsigned
EPwm3Regs.DCTRIPSEL.bit.DCAHCOMPSEL 0x68B0 %B16 #MASK=0xF
EPwm3Regs.DCTRIPSEL.bit.DCALCOMPSEL 0x68B0 %B16 #MASK=0xF0
EPwm3Regs.DCTRIPSEL.bit.DCBHCOMPSEL 0x68B0 %B16 #MASK=0xF00
EPwm3Regs.DCTRIPSEL.bit.DCBLCOMPSEL 0x68B0 %B16 #MASK=0xF000
EPwm3Regs.ETCLR.all 0x689C %U16 #Unsigned
EPwm3Regs.ETCLR.bit.INT 0x689C %B16 #MASK=0x1
EPwm3Regs.ETCLR.bit.rsvd1 0x689C %B16 #MASK=0x2
EPwm3Regs.ETCLR.bit.rsvd2 0x689C %B16 #MASK=0xFFF0
EPwm3Regs.ETCLR.bit.SOCA 0x689C %B16 #MASK=0x4
EPwm3Regs.ETCLR.bit.SOCB 0x689C %B16 #MASK=0x8
EPwm3Regs.ETFLG.all 0x689B %U16 #Unsigned
EPwm3Regs.ETFLG.bit.INT 0x689B %B16 #MASK=0x1
EPwm3Regs.ETFLG.bit.rsvd1 0x689B %B16 #MASK=0x2
EPwm3Regs.ETFLG.bit.rsvd2 0x689B %B16 #MASK=0xFFF0
EPwm3Regs.ETFLG.bit.SOCA 0x689B %B16 #MASK=0x4
EPwm3Regs.ETFLG.bit.SOCB 0x689B %B16 #MASK=0x8
EPwm3Regs.ETFRC.all 0x689D %U16 #Unsigned
EPwm3Regs.ETFRC.bit.INT 0x689D %B16 #MASK=0x1
EPwm3Regs.ETFRC.bit.rsvd1 0x689D %B16 #MASK=0x2
EPwm3Regs.ETFRC.bit.rsvd2 0x689D %B16 #MASK=0xFFF0
EPwm3Regs.ETFRC.bit.SOCA 0x689D %B16 #MASK=0x4
EPwm3Regs.ETFRC.bit.SOCB 0x689D %B16 #MASK=0x8
EPwm3Regs.ETPS.all 0x689A %U16 #Unsigned
EPwm3Regs.ETPS.bit.INTCNT 0x689A %B16 #MASK=0xC
EPwm3Regs.ETPS.bit.INTPRD 0x689A %B16 #MASK=0x3
EPwm3Regs.ETPS.bit.rsvd1 0x689A %B16 #MASK=0xF0
EPwm3Regs.ETPS.bit.SOCACNT 0x689A %B16 #MASK=0xC00
EPwm3Regs.ETPS.bit.SOCAPRD 0x689A %B16 #MASK=0x300
EPwm3Regs.ETPS.bit.SOCBCNT 0x689A %B16 #MASK=0xC000
EPwm3Regs.ETPS.bit.SOCBPRD 0x689A %B16 #MASK=0x3000
EPwm3Regs.ETSEL.all 0x6899 %U16 #Unsigned
EPwm3Regs.ETSEL.bit.INTEN 0x6899 %B16 #MASK=0x8
EPwm3Regs.ETSEL.bit.INTSEL 0x6899 %B16 #MASK=0x7
EPwm3Regs.ETSEL.bit.rsvd1 0x6899 %B16 #MASK=0xF0
EPwm3Regs.ETSEL.bit.SOCAEN 0x6899 %B16 #MASK=0x800
EPwm3Regs.ETSEL.bit.SOCASEL 0x6899 %B16 #MASK=0x700
EPwm3Regs.ETSEL.bit.SOCBEN 0x6899 %B16 #MASK=0x8000
EPwm3Regs.ETSEL.bit.SOCBSEL 0x6899 %B16 #MASK=0x7000
EPwm3Regs.HRCNFG.all 0x68A0 %U16 #Unsigned
EPwm3Regs.HRCNFG.bit.AUTOCONV 0x68A0 %B16 #MASK=0x40
EPwm3Regs.HRCNFG.bit.CTLMODE 0x68A0 %B16 #MASK=0x4
EPwm3Regs.HRCNFG.bit.EDGMODE 0x68A0 %B16 #MASK=0x3
EPwm3Regs.HRCNFG.bit.HRLOAD 0x68A0 %B16 #MASK=0x18
EPwm3Regs.HRCNFG.bit.rsvd1 0x68A0 %B16 #MASK=0xFF00
EPwm3Regs.HRCNFG.bit.SELOUTB 0x68A0 %B16 #MASK=0x20
EPwm3Regs.HRCNFG.bit.SWAPAB 0x68A0 %B16 #MASK=0x80
EPwm3Regs.HRMSTEP 0x68A6 %U16 #Unsigned
EPwm3Regs.HRPCTL.all 0x68A8 %U16 #Unsigned
EPwm3Regs.HRPCTL.bit.HRPE 0x68A8 %B16 #MASK=0x1
EPwm3Regs.HRPCTL.bit.rsvd1 0x68A8 %B16 #MASK=0x2
EPwm3Regs.HRPCTL.bit.rsvd2 0x68A8 %B16 #MASK=0xFFF8
EPwm3Regs.HRPCTL.bit.TBPHSHRLOADE 0x68A8 %B16 #MASK=0x4
EPwm3Regs.HRPWR.all 0x68A1 %U16 #Unsigned
EPwm3Regs.HRPWR.bit.MEPOFF 0x68A1 %B16 #MASK=0x3C0
